"id","name","installed_capacity_MW","pumping_MW","type","country_code","lat","lon","dam_height_m","volume_Mm3","storage_capacity_MWh","avg_annual_generation_GWh"
"H3215","Wasserkraftanlage Schwarzachmühle",0.0421,"","HROR","DE",49.016784,13.173003,"","","",""
"H3216","Wasserkraft",0.042,"","HROR","DE",48.668,12.599,"","","",""
"H3217","Juliushammer",0.04,"","HROR","DE",50.033089,12.043539,"","","",""
"H3218","E-Werk Schmid",0.04,"","HROR","DE",48.243349,12.893095,"","","",""
"H3219","Stauweiher / Wasserkraft Fichtner",0.04,"","HROR","DE",47.730128,11.846137,"","","",""
"H322","Ilarionas ILARIONAS - Ilarionas Hydroelectric Power Plant Greece",154,"","HDAM","EL",40.0966,21.8039,130,520,72000,413
"H3220","Wasserkraftwerk Spörermühle Wang (Eching)",0.04,"","HROR","DE",48.49112,12.007471,"","","",""
"H3221","Wasserkraftwerk Hofmühle Bad Aibling",0.04,"","HROR","DE",47.867294,12.009542,"","","",""
"H3222","WKA Graßlsäge",0.04,"","HROR","DE",49.201626,12.988327,"","","",""
"H3223","Wasserkraftanlage Zastler",0.04,"","HROR","DE",47.912045,7.999142,"","","",""
"H3224","Schloßmühle Haigerloch",0.04,"","HROR","DE",48.367304,8.806412,"","","",""
"H3225","Marktmühle Plank",0.04,"","HROR","DE",49.065454,11.884709,"","","",""
"H3226","Stoibersäge",0.039,"","HROR","DE",49.2051,12.95413,"","","",""
"H3227","Wasserkraftwerk",0.038,"","HROR","DE",49.816943,11.310028,"","","",""
"H3228","WKW-Lenkenhütte",0.038,"","HROR","DE",49.358917,12.742587,"","","",""
"H3229","Kraftwerk Krummennaab",0.038,"","HROR","DE",49.828673,12.096103,"","","",""
"H323","Kembs KEMBS - Kembs Hydroelectric Power Station France",153.7,"","HROR","FR",47.655,7.52,27,13,"",""
"H3230","Wasserkraftanlage Hausermühle",0.038,"","HROR","DE",50.556828,8.501659,"","","",""
"H3231","WKW S2",0.038,"","HROR","DE",49.153142,12.457944,"","","",""
"H3232","Wasserkraftwerk OB",0.038,"","HROR","DE",49.097,11.806,"","","",""
"H3233","Wimmermühle",0.0378,"","HROR","DE",48.600424,12.246121,"","","",""
"H3234","Wasserkraftanlage Obere Hopfau",0.0375,"","HROR","DE",49.862239,12.00937,"","","",""
"H3235","Wasserkraftanlage Äppelmannsmühle",0.037,"","HROR","DE",50.535088,8.040911,"","","",""
"H3236","Wasserkraft Teufelsmühle",0.037,"","HROR","DE",51.684429,9.567416,"","","",""
"H3237","Aquawatt",0.037,"","HROR","DE",51.064772,9.608377,"","","",""
"H3238","Frischenmühle",0.037,"","HROR","DE",50.075106,11.427954,"","","",""
"H3239","WKW Müller",0.037,"","HROR","DE",48.42864,8.18674,"","","",""
"H1938","Allt-na-Lairige",6,"","HROR","UK",56.282002,-4.93,"","","",19
"H3240","WKA Münstertal",0.037,"","HROR","DE",47.875525,7.840687,"","","",""
"H3241","Kraftwerk Köngetried",0.037,"","HROR","DE",47.978583,10.459192,"","","",""
"H3242","Wasserkraftanlage Gipsmühle",0.037,"","HROR","DE",50.026221,9.731182,"","","",""
"H3243","Wasserkraftanlage ""Am Gewerbekanal 5",0.037,"","HROR","DE",48.090951,7.952243,"","","",""
"H3244","E-Werk Möckmühl",0.037,"","HROR","DE",49.320397,9.35956,"","","",""
"H3245","WkW-Turbine",0.037,"","HROR","DE",47.597,10.118,"","","",""
"H3246","Wasserkraft Singold",0.037,"","HROR","DE",48.079283,10.783028,"","","",""
"H3247","Haufenmühlbach",0.037,"","HROR","DE",49.101439,13.004105,"","","",""
"H3248","Haufenmühlbach",0.037,"","HROR","DE",49.101439,13.004105,"","","",""
"H3249","Wasserkraftwerk I",0.037,"","HROR","DE",49.169324,11.751251,"","","",""
"H325","Rhinau RHINAU - Rhinau Hydroelectric Power Station France",152,"","HROR","FR",48.28412,7.67728,18,20,"",""
"H3250","Generator Reschbachtal",0.037,"","HROR","DE",48.891,13.575,"","","",""
"H3251","Roland Wilhelm",0.0368,"","HROR","DE",49.050347,12.913492,"","","",""
"H3252","Wirsberg",0.03648,"","HROR","DE",50.118608,11.612726,"","","",""
"H3253","Kraftwerk Ebersberg",0.036,"","HROR","DE",49.61921,8.994613,"","","",""
"H3254","Wasserkraftwerk Oberau",0.036,"","HROR","DE",47.561735,11.131367,"","","",""
"H3255","WKA Unterlind",0.036,"","HROR","DE",49.97351,11.873683,"","","",""
"H3256","Wasserkraft am Rönischbächle",0.036,"","HROR","DE",47.786627,8.048235,"","","",""
"H3257","WKA Moeve",0.035,"","HROR","DE",48.483151,9.221364,"","","",""
"H3258","Blessinghof-Säge",0.035,"","HROR","DE",47.977291,8.296672,"","","",""
"H3259","Peter Höfelmayr Bernhard Höflmayr",0.035,"","HROR","DE",48.002411,10.18243,"","","",""
"H326","Forsmo Forsmo Hydroelectric Power Plant Sweden - Forsmo Hydroelectric Power Plant Sweden",155,"","HDAM","SE",63.266912,17.204441,25,4.8,"",753
"H3260","Kraftwerk Eßmühle",0.035,"","HROR","DE",47.979979,10.455546,"","","",""
"H3261","WKA Oberpremrain",0.035,"","HROR","DE",47.803452,11.953301,"","","",""
"H3262","WKW Weiden",0.035,"","HROR","DE",49.681642,12.179583,"","","",""
"H3263","Essmühle",0.035,"","HROR","DE",47.973874,10.458747,"","","",""
"H3264","E-Werk",0.035,"","HROR","DE",47.922591,12.836136,"","","",""
"H3265","E-Werk",0.035,"","HROR","DE",47.922591,12.836136,"","","",""
"H3266","E-Werk",0.035,"","HROR","DE",47.922591,12.836136,"","","",""
"H3267","Wasserkraftwerk Schuhmühle",0.0342,"","HROR","DE",49.939546,11.712551,"","","",""
"H3268","Wasserkraftwerk Pretzabruck",0.034,"","HROR","DE",49.392904,12.167156,"","","",""
"H3269","Stadtmühle",0.034,"","HROR","DE",49.207596,9.985508,"","","",""
"H327","SEDRUN",151,"","HDAM","CH",46.639999,8.761,"","","",""
"H3270","WKW Asamhof Kissing",0.034,"","HROR","DE",48.293859,10.987477,"","","",""
"H3271","Wasserkraftwerk in Wannbach",0.034,"","HROR","DE",49.74696,11.212606,"","","",""
"H3272","Wasserkraftwerk Asamhof",0.034,"","HROR","DE",48.293639,10.987414,"","","",""
"H3273","34KW Wasserkraft",0.034,"","HROR","DE",48.547841,8.036333,"","","",""
"H3274","WKA Keilmühle",0.033,"","HROR","DE",51.048348,9.186755,"","","",""
"H3275","WKA Neumaier",0.033,"","HROR","DE",49.276099,12.926121,"","","",""
"H3276","Wasserkraftanlage Markt Dachsbach",0.033,"","HROR","DE",49.641537,10.704757,"","","",""
"H3277","Grünstein",0.032,"","HROR","DE",50.088266,11.725782,"","","",""
"H3278","Wasserkraftwerk Pommelsbrunn, am Högenbach",0.032,"","HROR","DE",49.504116,11.4948,"","","",""
"H3279","T5 Bühlsägemühle an der Kleinen Kinzig",0.032,"","HROR","DE",48.365646,8.371235,"","","",""
"H328","Mareges MAREGES - Mareges Hydroelectric Power Station France",150,"","HROR","FR",45.39171,2.36446,90,47,"",""
"H3280","Hartlmühle",0.032,"","HROR","DE",48.694789,13.822746,"","","",""
"H3281","Wasserkraftwerk Achsenschmiede Rübeland - Neuwerk, Im Kreuztal",0.032,"","HROR","DE",51.757542,10.86552,"","","",""
"H3282","Passau-Ingling",86.4,"","HROR","DE",48.55369,13.4356937,"","","",504
"H1939","Loch Gair LOCG-1",6,"","HROR","UK",56.078999,-5.342,"","","",19
"H3283","Moglicë",182.5,"","HDAM","AL",40.6939862,20.439501,167,360,"",475
"H2009","Sron Mor SROM-1",5,"","HROR","UK",56.351002,-5.094,"","","",7
"H2070","Dalchonzie",4,"","HROR","UK",56.509998,-4.228,"","","",15
"H2071","Lubreoch",4,"","HROR","UK",56.509998,-4.228,"","","",16
"H3286","Fangu",74.6,"","HROR","AL",41.705833,19.770278,"","","",221.4
"H2088","Lairg",3.5,"","HDAM","UK",58.02,-4.4151,"","","",12
"H3287","Faxälven",178,"","HDAM","SE",63.1837,17.0968,82,"","",1005
"H3434","Peshqesh",34,"","HROR","AL",41.705833,19.770278,"","","",118.4
"H3288","Riddes",258,"","HDAM","CH",46.1573658,7.2092733,"","","",667.8
"H329","SUGAG1 - Sugag (Tau) Hydroelectric Power Station Romania",150,"","HDAM","RO",45.776001,23.653999,78,21,"",""
"H3293","Vlushe",14.2,"","HROR","AL",40.506225,20.310079,"","","",65
"H3298","Erne Scheme",65,"","HROR","IE",54.5,-8.19,10,"","",290
"H3299","Châtelard - Barberine",107,30,"HPHS","CH",46.058217,6.956967,804,"",8960,160
"H33","Čierny váh Cierny Vah TG1 - Cierny Vah Pumped Storage Hydroelectric Power Plant Slovakia",735.16,"","HPHS","SK",49.0091,19.91203,427,3.7,"",""
"H330","Waldshut Schluchsee",150,80,"HPHS","DE",47.61777,8.1926,160,1.35,480,""
"H3300","Liffey Scheme / Poulaphouca",38,"","HROR","IE",53.1233,-6.5058,"","","",""
"H3318","Vaprio D'Adda",20,"","HROR","IT",45.576941,9.535214,"","","",""
"H1424","Acceglio",19,"","HROR","IT",44.474627,6.990918,"","","",""
"H1425","Moline",19,"","HDAM","IT",46.058609,11.786595,"","","",""
"H1426","Pizzone",19,"","HDAM","IT",41.672525,14.036415,"","","",""
"H1427","S,silvestro",19,"","HROR","IT",46.149311,11.789193,"","","",""
"H1428","Storo",19,"","HROR","IT",45.84924956,10.58022022,"","","",""
"H1446","Rosone - Bardonetto",18,"","HROR","IT",45.422855,7.596213,"","","",70
"H1447","Braulio",18,"","HROR","IT",46.468407,10.372055,"","","",""
"H1448","S,leonardo",18,"","HROR","IT",46.1202778,13.5355556,"","","",""
"H331","Stratos",150,"","HDAM","EL",38.676,21.3233,26,80,1000,""
"H1449","Levane",18,"","HROR","IT",43.552147,11.588433,"","","",""
"H1450","Orte",18,"","HROR","IT",42.517131,12.523069,"","","",""
"H1451","Perreres",18,"","HDAM","IT",45.876066,7.624305,666,11,"",""
"H1452","Pontecorvo",18,"","HROR","IT",41.382916,13.686911,"","","",""
"H1453","Rio riva",18,"","HROR","IT",46.920333,11.954483,"","","",""
"H1454","Tanagro",18,"","HROR","IT",40.543612,15.44886,"","","",""
"H1473","Castel giubileo",17,"","HROR","IT",41.89473846,12.48390198,"","","",""
"H1474","Castelletto",17,"","HROR","IT",45.9694444,12.3588889,"","","",""
"H1475","Fenestrelle",17,"","HROR","IT",45.03594,7.049409,"","","",""
"H3415","Isolato Madesimo",16.2,"","HDAM","IT",46.443199,9.335009,275.8,0.126,"",""
"H1508","Ascoli porta romana",16,"","HROR","IT",42.85482636,13.57489586,"","","",""
"H1509","Mallero",16,"","HROR","IT",46.168995,9.869149,"","","",""
"H1510","Zevio",16,"","HROR","IT",45.372086,11.129292,"","","",""
"H1551","Grosotto Boscaccia",15.2,"","HROR","IT",46.283001,10.259756,"","","",""
"H1549","Balsorano",15,"","HROR","IT",41.809824,13.559802,"","","",""
"H1550","Corfino",15,"","HROR","IT",44.13195,10.410998,"","","",""
"H1552","Salsominore",15,"","HROR","IT",44.643854,9.496569,"","","",""
"H3316","Salbertrand - Chiomonte",15,"","HROR","IT",45.12167,6.979784,"","","",""
"H1583","Gordona",14.6,"","HROR","IT",46.292293,9.365335,"","","",45
"H3329","Foz Tua",255,"","HPHS","PT",42.25183,-8.1419,107,106,"",275
"H3313","Bardonetto - Pont",14.6,"","HROR","IT",45.406252,7.487785,"","","",70
"H3330","Ribeiradio Ermida",82.3,"","HDAM","PT",40.991739,-8.1419,74,88.3,"",139
"H1553","Torrent",14.49,"","HROR","IT",45.682972,8.708733,"","","",""
"H3301","Centrale Uvini Monte Su Rei",14.42,"","HDAM","IT",39.599699,9.257067,40,320,"",""
"H3333","Popina Laka",21.5,"","HDAM","BG",41.65627,23.3754,532,0.046,"",""
"H3334","Lilyanovo",20,"","HDAM","BG",41.62674,23.33449,250,0.045,"",""
"H3335","Sandanski I",14.2,"","HDAM","BG",41.58536,23.2905,230,0.03,"",""
"H3336","Cumpanita",4.8,"","HROR","RO",45.43642,24.57988,"","","",""
"H3337","Valsan",5,"","HDAM","RO",45.413408,24.708014,5.5,0.175,"",""
"H3338","Oiesti",15,"","HROR","RO",45.23495,24.655669,"","","",""
"H3339","ALBESTI",15,"","HROR","RO",45.216514,24.657876,"","","",""
"H334","Hackren",152,"","HDAM","SE",63.197917,13.50875,67,700,"",312
"H3340","CERBURENI",15,"","HROR","RO",45.192216,24.661323,"","","",""
"H3341","VALEA IASULUI",15,"","HROR","RO",45.163978,24.659183,"","","",""
"H3342","CURTEA DE ARGES",7.7,"","HROR","RO",45.144537,24.670473,"","","",""
"H3343","NOAPTES",15.4,"","HROR","RO",45.125023,24.665071,"","","",""
"H3344","BAICULESTI",15.4,"","HROR","RO",45.058839,24.688304,"","","",""
"H3345","MANICESTI",11.5,"","HROR","RO",45.027604,24.704904,"","","",""
"H3346","MERISANI",11.5,"","HROR","RO",44.956083,24.763985,"","","",""
"H3347","BASCOV",7.7,"","HDAM","RO",44.89636,24.847892,"","","",""
"H3348","PITESTI",7.7,"","HDAM","RO",44.845314,24.904656,"","","",""
"H3349","GOLESTI (Calinesti)",8,"","HDAM","RO",44.807323,24.99551,"","","",""
"H3350","MIHAILESTI",10,"","HDAM","RO",44.327175,25.946302,"","","",""
"H3351","LERESTI",19,"","HDAM","RO",45.3942,25.0625,"","","",""
"H3352","VOINESTI",5.2,"","HDAM","RO",45.30504,25.070867,"","","",""
"H3353","PANGARATI",23,"","HDAM","RO",46.925769,26.215466,"","","",""
"H3354","VADURI",44,"","HDAM","RO",46.932513,26.27016,"","","",""
"H3355","VANATORI",14,"","HROR","RO",46.871156,26.486143,"","","",""
"H3356","ROZNOV",14,"","HROR","RO",46.848185,26.508258,"","","",""
"H3357","ZANESTI",14,"","HROR","RO",46.815396,26.569482,"","","",""
"H3358","COSTISA",14,"","HROR","RO",46.770213,26.61912,"","","",""
"H3359","BUHUSI",11,"","HROR","RO",46.722069,26.671456,"","","",""
"H336","Ramsele",150,"","HROR","SE",63.541981,16.45496,"","","",869
"H3360","GARLENI",23,"","HROR","RO",46.667197,26.813902,"","","",""
"H3361","LILIECI",23,"","HROR","RO",46.615654,26.897527,"","","",""
"H3362","BACAU",30,"","HROR","RO",46.541997,26.948323,"","","",""
"H3363","MOVILENI",33.9,"","HDAM","RO",45.78295,27.341556,"","","",""
"H3364","CINDESTI",11.45,"","HROR","RO",45.272651,26.70468,"","","",""
"H3365","VERNESTI",11.8,"","HROR","RO",45.224081,26.733625,"","","",""
"H3366","SIMILEASCA",11.7,"","HROR","RO",45.187152,26.764864,"","","",""
"H3367","SACADAT",10,"","HROR","RO",47.066488,22.148016,"","","",""
"H3368","FUGHIU",10,"","HROR","RO",47.069443,22.070452,"","","",""
"H3369","CLABUCET",64,"","HDAM","RO",45.5661,25.0937,"","","",""
"H337","Hpp galceag GALC1",148.7,"","HDAM","RO",45.5879,23.6279,"","","",""
"H3370","RUCAR",23,"","HROR","RO",45.40486,25.15259,"","","",""
"H3371","DRAGOSLAVELE",7.7,"","HROR","RO",45.33026,25.163888,"","","",""
"H3372","VACARESTI",4.84,"","HDAM","RO",44.821493,25.488923,"","","",""
"H3373","SCROPOASA",12,"","HDAM","RO",45.341494,25.430563,"","","",""
"H3374","DOBRESTI",16,"","HDAM","RO",45.309726,25.418143,"","","",""
"H3375","MOROIENI",15,"","HROR","RO",45.254715,25.41247,"","","",""
"H3376","TG.JIU",11.8,"","HROR","RO",45.032495,23.263675,"","","",""
"H3377","GURA LOTRULUI",24.9,"","HROR","RO",45.344738,24.275161,"","","",""
"H3378","TURNU",70,"","HDAM","RO",45.277016,24.309554,24,"","",""
"H3379","CALIMANESTI (Olt)",38,"","HROR","RO",45.240308,24.346887,"","","",""
"H3380","RAURENI",48,"","HROR","RO",45.071415,24.361505,"","","",""
"H3381","CLOPOTIVA",14,"","HROR","RO",45.498403,22.842011,"","","",""
"H3382","OSTROVU MIC",15.9,"","HDAM","RO",45.517246,22.854632,"","","",""
"H3383","OSTROVU MARE",15.9,"","HROR","RO",45.524151,22.859883,"","","",""
"H3384","CARNESTI  I",15.9,"","HROR","RO",45.535967,22.87017,"","","",""
"H3385","CARNESTI  II",11.5,"","HROR","RO",45.546616,22.879027,"","","",""
"H3386","PACLISA",15.9,"","HDAM","RO",45.562186,22.8975,"","","",""
"H3387","TOTESTI  I",15.9,"","HROR","RO",45.571376,22.907179,"","","",""
"H3388","TOTESTI  II",15.9,"","HROR","RO",45.582495,22.924621,"","","",""
"H3389","ORLEA",11.5,"","HROR","RO",45.592718,22.973351,"","","",""
"H339","Strasbourg STRASBOURG - Strasbourg Hydroelectric Power Station France",147.8,"","HROR","FR",48.52561,7.79456,22,30,"",""
"H3390","SUBCETATE",12.22,"","HROR","RO",45.615251,23.012205,"","","",""
"H3391","PLOPI",12,"","HROR","RO",45.63866,23.011972,"","","",""
"H3392","BRETEA",12,"","HROR","RO",45.667992,23.001966,"","","",""
"H3393","SASCIORI",42,"","HDAM","RO",45.821684,23.610768,"","","",""
"H3394","PETRESTI",4.25,"","HROR","RO",45.906206,23.558358,"","","",""
"H3395","SOMES CALD",12,"","HDAM","RO",46.73178,23.35068,70,7.5,"",""
"H3396","GILAU (I and II)",13.53,"","HROR","RO",46.74472,23.37164,60,"","",""
"H3397","FLORESTI (I and II)",7.2,"","HROR","RO",46.749503,23.476444,10,"","",""
"H3398","IZVOARELE",16,"","HDAM","RO",45.267768,26.024851,"","","",""
"H3399","VALENII DE MUNTE",10,"","HDAM","RO",45.209482,26.050985,"","","",""
"H1760","Kraftwerk Kamering",10,"","HDAM","AT",46.738998,13.594,"","","",""
"H340","Rheinkraftwerk iffezheim Rheinkraftwerk Iffezheim",146,"","HROR","DE",48.83135,8.11216,"","","",740
"H3400","CHE MALAIA",18,"","HDAM","RO",45.35365,24.02453,"",3.4,"",""
"H3401","CHE MOTRU",50,"","HDAM","RO",45.134775,22.806895,"","","",""
"H3402","CHE RAUL ALB",41,"","HDAM","RO",45.156224,22.410357,230,17,"",""
"H3403","HE Tiszalok",13.5,"","HROR","HU",48.025136,21.307715,4.5,"","",""
"H3404","HE Ikervar",1.8,"","HROR","HU",47.217304,16.934066,8,"","",""
"H3405","Orelle",72,"","HROR","FR",45.20308,6.57913,"","","",140
"H3406","Calypso",19.8,"","HROR","FR",45.235311,6.4399136,"","","",""
"H3407","Arvan",29,"","HROR","FR",45.239059,6.3168593,"","","",117
"H3408","Laparan",44,"","HDAM","FR",42.6717259,1.7009906,439,15.7,"",92
"H3409","SEIRA HYDROELECTRIC PLANT",36.65,"","HROR","ES",42.478026,0.4360963,146.5,"","",""
"H341","Saussaz SAUSSAZ",145.4,"","HROR","FR",45.20992,6.47663,"","","",410
"H1761","Kalserbach-M1",10,"","HDAM","AT",46.923,12.601,"","","",""
"H1581","Albano",14,"","HROR","IT",46.131588,9.280837,"","","",""
"H1582","Gerosa",14,"","HROR","IT",42.957348,13.412282,"","","",""
"H1585","Grigno",14,"","HROR","IT",46.016007,11.636892,"","","",""
"H1586","Nembia",14,"","HROR","IT",46.076602,10.908474,"","","",""
"H1587","Sanfront",14,"","HROR","IT",44.647034,7.321022,"","","",""
"H342","Dragan remeti Dragan (Remeti) Hydroelectric Power Station Romania - Dragan (Remeti) Hydroelectric Power Station Romania",144.1401274,"","HDAM","RO",46.7889,22.7156,"","","",""
"H1588","Sorio nuova",14,"","HROR","IT",45.44213,12.34014,"","","",""
"H1762","Schwarzach-KW",10,"","HDAM","AT",46.929001,12.545,"","","",""
"H346","Seitakorva",144,"","HDAM","FI",66.314003,27.190001,25,1100,"",484
"H347","Plate taille PLATE TAILLE T - Plate Taille Hydroelectric Pumped Storage Project Belgeium",144,143,"HPHS","BE",50.1857528,4.3823302,70,68.4,710,""
"H349","Slapy republic Slapy Hydroelectric Power Plant Czech Republic - Slapy Hydroelectric Power Plant Czech Republic",144,"","HDAM","CZ",49.82354,14.434501,70,269.3,"",248
"H35","Gabčíkovo Gabcikovo - Gabcikovo Hydroelectric Power Plant Slovakia",720,"","HDAM","SK",47.88004,17.53841,24,"","",2600
"H351","Saint esteve SAINT ESTEVE - Saint Esteve-Janson Hydroelectric Power Station France",141,"","HDAM","FR",43.69049,5.38489,"","","",""
"H352","Nuova biaschina",141,"","HROR","CH",46.36495121,8.928785368,"","","",""
"H353","Gerstheim GERSTHEIM - Gerstheim Hydroelectric Power Station France",140.5,"","HROR","FR",48.40385,7.72775,21,25,"",""
"H354","Vogelgrun VOGELGRUN - Vogelgrun Hydroelectric Power Station France",140.5,"","HROR","FR",48.0203,7.57393,"","","",""
"H356","Baix logis neuf BAIX LOGIS NEUF - Logis Neuf Hydroelectric Power Station France",215,"","HROR","FR",44.67605,4.78827,22,40,"",""
"H357","Waldeck I Pumped Storage Power Plant Germany - Waldeck I Pumped Storage Power Plant Germany",140,"","HPHS","DE",51.166,9.0461,296,0.736,461,""
"H358","Torrão Torrao - G1 - Torrao Hydroelectric Power Plant Portugal",140,"","HPHS","PT",41.097355,-8.261137,"","",980,""
"H359","Akkats Akkats Hydroelectric Power Station Sweden - Akkats Hydroelectric Power Station Sweden",149.044586,"","HDAM","SE",66.6313945,19.819811,21,42,"",540
"H1871","Pilchowice Pilchowice Hydroelectric Power Plant Poland - Pilchowice Hydroelectric Power Plant Poland",7.404458599,"","HDAM","PL",50.964,15.645,"","","",""
"H360","Hölleforsen",140,"","HDAM","SE",62.950833,16.667778,41,0.8,"",713
"H361","Lasele",140,"","HDAM","SE",63.555408,16.840305,25,4.1,"",700
"H1763","Leoben-KW",10,"","HDAM","AT",47.381001,15.103,"","","",""
"H364","VOGELGRUN - Vogelgrun Hydroelectric Power Station France",140,"","HROR","FR",48.02,7.574,"","","",""
"H368","Fionnay mauvoisin",140,"","HDAM","CH",46.03040473,7.30795255,"","","",""
"H369","Tierfehd umwälzwerk",140,"","HPHS","CH",46.87875008,8.985137042,"","","",""
"H370","Curbans CURBANS - Curbans Hydroelectric Power Station France",139,"","HDAM","FR",44.42078,6.02016,23,1.2,"",""
"H1620","Curon",13,"","HROR","IT",46.808317,10.542652,"","","",""
"H372","Pumpspeicherwerk rönkhausen Rönkhausen Pumped Storage Power Plant Germany - Rönkhausen Pumped Storage Power Plant Germany",138,"","HPHS","DE",51.22475,7.99281,265,1,590,""
"H373","Hpp ruieni RUIE1 - Ruieni Hydroelectric Power Station Romania",137.7,"","HDAM","RO",45.426,22.4757,125,96,"",""
"H374","Hourat Hourat Hydroelectric Power Station France - Hourat Hydroelectric Power Station France",137.2292994,"","HDAM","FR",43.075,-0.42,"","","",""
"H1621","Fucine",13,"","HROR","IT",45.239148,7.375412,"","","",""
"H1622","Furlo",13,"","HDAM","IT",43.683959,12.644054,58.5,"","",""
"H378","Kvistforsen",140,"","HROR","SE",64.744883,20.863433,23,4,"",561
"H379","Etzelwerk Altendorf",135,54,"HPHS","CH",47.1941129,8.812915171,"","",104930,""
"H38","Grimsel KWO ProduktionPS - Grimsel 3 Pumped Storage Power Plant Switzerland",0,"","HPHS","CH",46.56807207,8.319326517,397,"",210,""
"H1623","Pantano d'avio",13,"","HDAM","IT",46.178199,10.329159,"","","",""
"H381","TANES GR,1 GENERAC,",124,110,"HPHS","ES",43.221001,-5.428,"","","",""
"H382","Taivalkoski",133,"","HDAM","FI",65.931,24.714001,25,50,"",515
"H383","Verzasca gordola GORDOLA - Verzasca Hydroelectric Power Plant Switzerland",132.5,"","HDAM","CH",46.19421678,8.849101117,"","","",""
